Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Copies	Source	Entry Date	OCLC	Work id
9144649	La Théorie du chaos : Vers une nouvelle science	1	Gleick, James				Flammarion (1999), Poche	1999		3			La Théorie du chaos : Vers une nouvelle science par James Gleick (1999)	431 p.; 6.69 inches	2.03 livres (poids)	6.69 pouces	0.87 pouces	4.33 pouces	6.69 x 4.33 x 0.87 inches	431							Your library	French	French	Q172.5.C45G54	[208081219X]	208081219X, 9782080812193	Chaos|Chaotic Behavior in systems|Chaotic behavior in systems|Dynamics|Nonlinear theories|Science|science	003	Computing And Information > Information > Systems Theory	1	Amazon.fr	[2006-12-09]		3474
9144650	Les chroniques de Thomas l'incrédule	1	Donaldson, Stephen R				J'ai lu (2001), Broché	2001		3.5			Les chroniques de Thomas l'incrédule par Stephen R Donaldson (2001)	6.69 inches	0.42 livres	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79  inches								Your library	French	German		[2277222321]	2277222321, 9782277222323	Fiction in English|fiction in English	813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-12-09]		71435
9144652	Le poids de son regard	1	Powers, Tim				J'ai lu (1999), Broché	1999		3.5			Le poids de son regard par Tim Powers (1999)	541 p.; 6.22 inches	0.57 livres (poids)	6.22 pouces	0.94 pouces	4.33 pouces	6.22 x 4.33 x 0.94 inches	541							Your library	French	French	PS3566.O95S87	[2277228745]	2277228745, 9782277228745		813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-12-09]		49358
9144662	Sur des mers plus ignorées--	1	Powers, Tim				J'ai lu (1999), Poche	1999		4			Sur des mers plus ignorées-- par Tim Powers (1999)	349 p.; 6.46 inches	0.22 livres (poids)	6.46 pouces	0.63 pouces	4.33 pouces	6.46 x 4.33 x 0.63 inches	349							Your library	French	French	PS3566.O95O5	[2277223719]	2277223719, 9782277223719		813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		13065
9144663	Le monde du fleuve	1	Philip-Jose, Farmer				J'ai lu (2001), Reliure inconnue	2001		3			Le monde du fleuve par Farmer Philip-Jose (2001)														Your library	French	French	PS3556.A72T6	[2277215759]	2277215759, 9782277215752	Science Fiction|Science fiction|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		19187
9144667	Le bateau fabuleux	1	Philip-Jose, Farmer				J'ai lu (2001), Reliure inconnue	2001		3			Le bateau fabuleux par Farmer Philip-Jose (2001)	6.69 inches	0.36 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French	PS3556.A72F3	[2277215899]	2277215899, 9782277215899	Fiction in English|Science Fiction|Science fiction|fiction in English|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		19062
9144669	Les plus qu'humains	1	Sturgeon, Theodore				J'ai lu (1999), Broché	1999		3.5			Les plus qu'humains par Theodore Sturgeon (1999)	306 p.; 6.69 inches	0.35 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches	306							Your library	French	French	PS3569.T875M67	[2277123552]	2277123552, 9782277123552	Science Fiction|Science fiction|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		20911
9144672	Les heureux jours de monsieur chichka	1	Alain, Gerber				J'ai lu (2001), Reliure inconnue	2001					Les heureux jours de monsieur chichka par Gerber Alain (2001)	6.69 inches	0.22 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	French		[2277222526]	2277222526, 9782277222521				1	Amazon.fr	[2006-12-09]		2031312
9144674	Danse macabre	1	King, Stephen				J'ai lu (1999), Broché	1999		3			Danse macabre par Stephen King (1999)	410 p.; 7.09 inches	0.43 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	410							Your library	French	German	PZ4.K5227Ni 	[2277213551]	2277213551, 9782277213550	Horror tales, American|Large Type Books|Large type books	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		32399
9144676	Cujo	1	King, Stephen				J'ai lu (1999), Broché	1999		3.5			Cujo par Stephen King (1999)	379 p.; 7.09 inches	0.4 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	379							Your library	French	German	PS3561.I483C8	[2277215902]	2277215902, 9782277215905	Horror Tales|Horror tales|Large Type Books|Large type books|horror tales	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		3185
9144678	Le rideau de tenebres	1	R., Koontz Dean				J'ai lu (2001), Poche	2001		3			Le rideau de tenebres par Koontz Dean R. (2001)	6.69 inches	0.4 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	Dutch	PS3561.O55D29	[2277220574]	2277220574, 9782277220572	Horror Tales|Horror tales|Suspense fiction|horror tales	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		46116
9144680	Les joueurs du A	1	Vogt, Alfred Elton Van				J'ai lu (1998), Poche	1998		3.5			Les joueurs du A par Alfred Elton Van Vogt (1998)	304 p.; 7.09 inches	0.35 livres (poids)	7.09 pouces	0.39 pouces	4.33 pouces	7.09 x 4.33 x 0.39 inches	304							Your library	French	French	PZ3.V3685 Pl5 PS3543.A6546	[2277123978]	2277123978, 9782277123972	Science Fiction|Science fiction|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		245041
9144684	La fin du a	1	Vogt, a.E. Van				J'ai lu (1999), Poche	1999		3.5			La fin du a par a.E. Van Vogt (1999)	6.69 inches	0.25 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French	PS3543.A657	[2277216011]	2277216011, 9782277216018		813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		364036
9144700	Le monde des a	1	Vogt, a.E. Van				J'ai lu (2001), Poche	2001		3.5			Le monde des a par a.E. Van Vogt (2001)	6.69 inches	0.33 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French	PS3543.A6546W67	[2277133620]	2277133620, 9782277133629	Fiction in English|Science Fiction|Science fiction|fiction in English|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		32686
9144703	Le facteur	1	Brin, David				J'ai lu (2001), Reliure inconnue	2001					Le facteur par David Brin (2001)	6.69 inches	0.47 livres (poids)	6.69 pouces	1.18 pouces	4.33 pouces	6.69 x 4.33 x 1.18 inches								Your library	French	French	PS3552.R4825P6	[2277222615]	2277222615, 9782277222613	Oregon > Fiction|Science Fiction|Science fiction|World War III > Fiction|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		19121
9144706	Alien - le huitième passager	1	Foster, Alan-Dean				J'ai lu (2001), Poche	2001		3			Alien - le huitième passager par Alan-Dean Foster (2001)	6.69 inches	0.3 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	German	PZ4.F753PS3556.O756Al	[227721115X]	227721115X, 9782277211150	Fiction in English|Movie novels|Science Fiction|Science fiction|fiction in English|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		94504
9144707	Le chateau de lord valentin 011797	1	Silverberg, Robert				J'ai lu (2001), Reliure inconnue	2001					Le chateau de lord valentin                                                                   011797 by Robert Silverberg (2001)	6.69 inches	0.39 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French		[2277219053]	2277219053, 9782277219057				1	Amazon.fr	[2006-12-09]		11315221
9144710	A La Poursuite DES Slans	3	Vogt				Editions 84 (2001), Poche	2001		3			A La Poursuite DES Slans par Vogt (2001)	6.69 inches	0.22 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	French	PZ3.V3685Sl6 	[2277123811]	2277123811, 9782277123811	Science Fiction|Science fiction|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		32646
9144713	Univers. 1990	1					J'ai lu (2001), Reliure inconnue	2001		3			Univers. 1990 (2001)	6.69 inches	0.39 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French		[2277227803]	2277227803, 9782277227809				1	Amazon.fr	[2006-12-09]		2031326
9144716	La folle histoire de l'espace	1	Jovial, Bob Stine				J'ai lu (2001), Reliure inconnue	2001					La folle histoire de l'espace par Bob Stine Jovial (2001)	6.69 inches	0.25 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	French		[2277222941]	2277222941, 9782277222941				1	Amazon.fr	[2006-12-09]		2031327
9144717	L'échiquier fabuleux	1	Padgett, Lewis				J'ai lu (2001), Broché	2001					L'échiquier fabuleux par Lewis Padgett (2001)	189 p.; 6.3 inches	0.57 livres (poids)	6.3 pouces	0.71 pouces	4.33 pouces	6.3 x 4.33 x 0.71 inches	189							Your library	French			[2277116890]	2277116890, 9782277116899		818	American literature > Authors, American and American Miscellany  > Literature	1	Amazon.fr	[2006-12-09]		515554
9144719	2001 - L'Odyssee De L'Espace	1	Kathryn, Clark				Editions 84 (2001), Poche	2001		3.5			2001 - L'Odyssee De L'Espace par Clark Kathryn (2001)	6.69 inches	0.2 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	German	PZ3.C551205Tw3 	[2277123498]	2277123498, 9782277123491	Computers > Fiction|Epic films|Human-computer interaction > Fiction|Movie novels|Outer space > Drama|Science Fiction|Science fiction|Science fiction comic books, strips, etc. > Periodicals|Space vehicles > Fiction|Twenty-first century > Fiction|Videodiscs|science fiction	823.914	1945-1999 > 20th Century > English fiction > English literature > Literature > Modern Period	1	Amazon.fr	[2006-12-09]		2817510
9144721	2010 : odyssée deux	1	Clarke, Arthur C. (Arthur Charles)				J'ai lu (1999), Poche	1999		3.5			2010 : odyssée deux par Arthur C. (Arthur Charles) Clarke (1999)	283 p.; 7.09 inches	0.28 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	283							Your library	French	French	PR6005.L36A616	[2277217212]	2277217212, 9782277217213	Science Fiction|Science fiction|science fiction	823.914	1945-1999 > 20th Century > English fiction > English literature > Literature > Modern Period	1	Amazon.fr	[2006-12-09]		7132
9144735	2061 : odyssée trois	1	Clarke, Arthur C.				J'ai lu (2001), Poche	2001		3			2061 : odyssée trois par Arthur C. Clarke (2001)	6.69 inches	0.25 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	German	PR6005.L36A617	[2277230758]	2277230758, 9782277230755	Interplanetary voyages|Science Fiction|Science fiction|science fiction	823.914	1945-1999 > 20th Century > English fiction > English literature > Literature > Modern Period	1	Amazon.fr	[2006-12-09]		18486
9144737	La tour sombre tome 1 : le pistolero 012497	1	King, Stephen				J'ai lu (2001), Poche	2001		3			La tour sombre tome 1 :  le pistolero                                                         012497 by Stephen King (2001)	6.69 inches	0.27 livres (poids)	6.69 pouces	0.39 pouces	4.33 pouces	6.69 x 4.33 x 0.39 inches								Your library	French	German	PS3561.I483G86	[2277229504]	2277229504, 9782277229506	Fantasy fiction|Good and evil > Fiction|Roland (Fictitious character : King) > Fiction|Roland (Fictitious character) > Fiction|fantasy fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		3411
9144741	Blade Runner	1	Dick, Philip Kindred				J'ai lu (1990), Poche	1990		3			Blade Runner par Philip Kindred Dick (1990)	250 p.; 7.09 inches	0.28 livres (poids)	7.09 pouces	0.39 pouces	4.33 pouces	7.09 x 4.33 x 0.39 inches	250							Your library	French	French	PZ4.D547PS3554.I3Dm	[2277217689]	2277217689, 9782277217688	Androids > Fiction|Europe > History > 1848-1849|Revolutions > Europe|Science Fiction|Science Fiction, American|Science fiction|Science fiction, American|science fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		881
9144745	Les voies d'anubis	1	Powers, Tim				J'ai lu (2001), Poche	2001		4			Les voies d'anubis par Tim Powers (2001)	6.3 inches	0.75 livres (poids)	6.3 pouces	0.87 pouces	4.33 pouces	6.3 x 4.33 x 0.87 inches								Your library	French	French	PS3566.O95A58	[2277220116]	2277220116, 9782277220114	Fantasy fiction|Science Fiction, American|Science fiction, American|Time travel > Fiction|fantasy fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		51371
9144750	Arthur censure	1	Arthur				J'ai lu (1999), Poche	1999		2			Arthur censure par Arthur (1999)	6.69 inches	0.3 livres (poids)	6.69 pouces	0.79 pouces	4.33 pouces	6.69 x 4.33 x 0.79 inches								Your library	French	French		[2277236985]	2277236985, 9782277236986				1	Amazon.fr	[2006-12-09]		10017599
9144751	La prophétie des Andes	1	Redfield, James				Editions J'ai Lu (2000), Poche	2000		2.5			La prophétie des Andes par James Redfield (2000)	317 p.; 8.3 inches	0.7 livres (poids)	8.3 pouces	0.9 pouces	5.4 pouces	8.3 x 5.4 x 0.9 inches	317							Your library	French	Dutch	PS3568.E3448C45	[227724113X]	227724113X, 9782277241133	Adventure stories|Manuscripts > Collectors and collecting > Fiction|Manuscripts > Fiction|Parables|Peru > Fiction|Spiritual life|Spiritual life > Fiction|adventure stories|spiritual life	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-12-09]		3320466
9144752	La Peste	1	Camus, Albert				Gallimard (1972), Poche	1972		2			La Peste par Albert Camus (1972)	278 p.; 7.01 inches	0.26 livres (poids)	7.01 pouces	0.63 pouces	4.25 pouces	7.01 x 4.25 x 0.63 inches	278							Your library	French	French	PQ2605.A3734P413	[2070360423]	2070360423, 9782070360420	Annotations (Provenance) > 20th century|Epidemics > France > Fiction|French fiction|Plague|Plague > Fiction|Plague > France > Fiction|Psychoanalysis|Psychoanalysis > Periodicals|Psychological fiction|Publishers' advertisements > New York (State) > New York > 1948	843.914	Early 20th Century 1901- > French fiction > French literature > Literature	1	Amazon.fr	[2006-12-09]		2147
9144755	L'Oeuvre au noir	1	Yourcenar, Marguerite				Gallimard (1976), Poche	1976					L'Oeuvre au noir par Marguerite Yourcenar (1976)	511 p.; 7.01 inches	0.57 livres (poids)	7.01 pouces	1.02 pouces	4.25 pouces	7.01 x 4.25 x 1.02 inches	511							Your library	French	French	PZ3.Y897PQ2649.O8Ab	[2070367983]	2070367983, 9782070367986		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		27487
9144758	Le Labyrinthe du monde, tome 1 : Souvenirs pieux	1	Yourcenar, Marguerite				Gallimard (1980), Poche	1980					Le Labyrinthe du monde, tome 1 : Souvenirs pieux par Marguerite Yourcenar (1980)	370 p.; 7.01 inches	0.4 livres (poids)	7.01 pouces	0.87 pouces	4.25 pouces	7.01 x 4.25 x 0.87 inches	370							Your library	French	French	PQ2649.O8Z46913	[2070371654]	2070371654, 9782070371655	Authors, French > 20th century > Biography|Novelists, French > 20th century > Biography|Yourcenar, Marguerite	306	Culture and Institutions > Social Sciences  > Social Sciences, Sociology, Anthropology	1	Amazon.fr	[2006-12-09]		384455
9144760	Vercoquin et le plancton	1	Vian, Boris				Gallimard (1973), Poche	1973		3			Vercoquin et le plancton par Boris Vian (1973)	192 p.; 7.09 inches	0.26 livres (poids)	7.09 pouces	0.39 pouces	4.33 pouces	7.09 x 4.33 x 0.39 inches	192							Your library	French	French	PQ2643.I152V4	[2070363740]	2070363740, 9782070363742		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		452991
9144782	Point et Ligne sur plan	1	Kandinsky, Wassily				Gallimard (1991), Edition: Nouv. éd. établie, présentée et ann., Poche	1991		3			Point et Ligne sur plan par Wassily Kandinsky (1991)	249 p.; 6.69 inches	0.31 livres (poids)	6.69 pouces	0.71 pouces	4.17 pouces	6.69 x 4.17 x 0.71 inches	249							Your library	French	French	N70.K313	[207032639X]	207032639X, 9782070326396	Art > Philosophy|Composition (Art)	701	Arts And Leisure > General Art > Theory And Instruction	1	Amazon.fr	[2006-12-09]		136759
9144783	Introduction à la méthode de Léonard de Vinci	1	Valéry, Paul				Gallimard (1992), Poche	1992		3			Introduction à la méthode de Léonard de Vinci par Paul Valéry (1992)	166 p.; 6.69 inches	0.44 livres (poids)	6.69 pouces	1.1 pouces	4.33 pouces	6.69 x 4.33 x 1.1 inches	166							Your library	French	French	ND623.L5V3	[2070326993]	2070326993, 9782070326990		759.5	Arts And Leisure > Italian > Painting > Various Schools	1	Amazon.fr	[2006-12-09]		1906885
9144786	Introduction aux sciences cognitives	1	Andler, D. (Daniel)				Gallimard (1992), Poche	1992		3			Introduction aux sciences cognitives par D. (Daniel) Andler (1992)	524 p.; 7.09 inches	0.56 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	524							Your library	French	French		[2070325776]	2070325776, 9782070325771		153	Cognition And Memory > Philosophy and Psychology > Psychology	1	Amazon.fr	[2006-12-09]		1911550
9144790	Babel	1	Caillois, Roger				Gallimard (1996), Poche	1996					Babel par Roger Caillois (1996)	376 p.; 6.69 inches	0.4 livres (poids)	6.69 pouces	0.71 pouces	4.25 pouces	6.69 x 4.25 x 0.71 inches	376							Your library	French	French	PN45.C3	[2070329275]	2070329275, 9782070329274		801	By Topic > Literary Theory > Literature	1	Amazon.fr	[2006-12-09]		330328
9144792	Conférences	1	Borges, Jorge Luis				Livre de Poche (1985), Poche	1985		4			Conférences par Jorge Luis Borges (1985)	215 p.; 6.85 inches	0.31 livres (poids)	6.85 pouces	0.63 pouces	3.94 pouces	6.85 x 3.94 x 0.63 inches	215							Your library	French	French	PQ 7797 B732 A5 1985 F	[2070322807]	2070322807, 9782070322800		868	Authors, Spanish and Spanish miscellany > Literature > Spanish and Portuguese Literature	1	Amazon.fr	[2006-12-09]		1378235
9144794	Livre de préfaces	1	Borges, Jorge Luis				Gallimard (1987), Poche	1987					Livre de préfaces par Jorge Luis Borges (1987)	339 p.; 6.69 inches	0.4 livres (poids)	6.69 pouces	0.79 pouces	4.25 pouces	6.69 x 4.25 x 0.79 inches	339							Your library	French	French		[2070377946]	2070377946, 9782070377947		809	By Topic > Literature > Specific Topics in Literary Theory	1	Amazon.fr	[2006-12-09]		1378310
9144796	Bizarre, Bizarre	1	Dahl, Roald				Gallimard (1973), Poche	1973		4			Bizarre, Bizarre par Roald Dahl (1973)	374 p.; 6.93 inches	0.35 livres (poids)	6.93 pouces	0.71 pouces	4.25 pouces	6.93 x 4.25 x 0.71 inches	374							Your library	French	Finnish	PZ3.D1374Sp 	[2070363953]	2070363953, 9782070363957	England > Social life and customs > 20th century > Fiction	813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-12-09]		52620
9144799	La Pornographie	1	Gombrowicz, Witold				Gallimard (1995), Poche	1995		3			La Pornographie par Witold Gombrowicz (1995)	226 p.; 6.69 inches	0.44 livres (poids)	6.69 pouces	0.63 pouces	4.25 pouces	6.69 x 4.25 x 0.63 inches	226							Your library	French	French	PZ4.G6493 Po2	[2070393895]	2070393895, 9782070393893		891.8537	Czechoslovakia and Poland > Literature > Literature of other Indo-European languages > Literature of other languages 	1	Amazon.fr	[2006-12-09]		120213
9144801	Bâtons, Chiffres et Lettres	1	Queneau, Raymond				Gallimard (1994), Poche	1994		4			Bâtons, Chiffres et Lettres par Raymond Queneau (1994)	337 p.; 7.01 inches	0.53 livres (poids)	7.01 pouces	0.71 pouces	4.25 pouces	7.01 x 4.25 x 0.71 inches	337							Your library	French	French	PQ2633.U43B3	[2070328457]	2070328457, 9782070328451		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		507327
9144803	Les fleurs bleues de Raymond Queneau	1	Pouilloux, Jean-Yves				Gallimard-Jeunesse (1991), Poche	1991		3.5			Les fleurs bleues de Raymond Queneau par Jean-Yves Pouilloux (1991)	240 p.; 7.17 inches	0.57 livres (poids)	7.17 pouces	0.63 pouces	4.25 pouces	7.17 x 4.25 x 0.63 inches	240							Your library	French	French		[2070383539]	2070383539, 9782070383535		843	French fiction > French literature > Literature	1	Amazon.fr	[2006-12-09]		1746176
9144819	Exercices de style	1	Queneau, Raymond				Gallimard (1995), Poche	1995		3.5			Exercices de style par Raymond Queneau (1995)	215 p.; 6.93 inches	0.31 livres (poids)	6.93 pouces	0.63 pouces	3.94 pouces	6.93 x 3.94 x 0.63 inches	215							Your library	French	French	PQ2633.U43E93	[2070393577]	2070393577, 9782070393572		848.91207	Authors, French and French miscellany > Early 20th Century 1901- > French literature > Literature	1	Amazon.fr	[2006-12-09]		39048
9144822	Les Derniers Jours	1	Queneau, Raymond				Gallimard (1997), Poche	1997		4			Les Derniers Jours par Raymond Queneau (1997)	295 p.; 6.69 inches	0.53 livres (poids)	6.69 pouces	0.71 pouces	4.25 pouces	6.69 x 4.25 x 0.71 inches	295							Your library	French	French	PQ2633.U43D413	[2070403238]	2070403238, 9782070403233		813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-12-09]		39049
9144825	Courir les rues. Battre la campagne. Fendre les flots	1	Queneau, Raymond		Claude Debon		Gallimard (1981), Poche	1981		3.5			Courir les rues. Battre la campagne. Fendre les flots par Raymond Queneau (1981)	6.69 inches	0.88 livres (poids)	6.69 pouces	0.79 pouces	4.25 pouces	6.69 x 4.25 x 0.79 inches								Your library	French	French		[2070322041]	2070322041, 9782070322046				1	Amazon.fr	[2006-12-09]		1001548
9144827	Une existence tranquille	1	Kenzaburo, Oe				Gallimard (1997), Poche	1997					Une existence tranquille par Oe Kenzaburo (1997)	288 p.; 6.69 inches	1.06 livres (poids)	6.69 pouces	0.55 pouces	4.33 pouces	6.69 x 4.33 x 0.55 inches	288							Your library	French	French	PL858.E14S4913	[2070401634]	2070401634, 9782070401635	Domestic fiction|Family > Japan > Fiction|Japan > Fiction	895.635	East Asian literature > Japanese fiction > Japanese literature > Literature > Literature of other languages 	1	Amazon.fr	[2006-12-09]		306435
9144832	La Morte amoureuse - Avatar et autres récits fantastiques	1	Gautier, Théophile				Editions Flammarion (2002), Poche	2002					La Morte amoureuse - Avatar et autres récits fantastiques par Théophile Gautier (2002)	504 p.; 6.97 inches	0.57 livres (poids)	6.97 pouces	0.87 pouces	4.25 pouces	6.97 x 4.25 x 0.87 inches	504							Your library	French	French		[2070373169]	2070373169, 9782070373161		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		182550
9144836	L'immoraliste	1	Gide, André				Gallimard (1972), Poche	1972					L'immoraliste par André Gide (1972)	181 p.; 7.05 inches	0.2 livres (poids)	7.05 pouces	0.55 pouces	4.27 pouces	7.05 x 4.27 x 0.55 inches	181							Your library	French	French	PQ2613.I2I4813	[2070362299]	2070362299, 9782070362295	French fiction > Textbooks for foreign speakers	843.912	Early 20th Century 1901- > French fiction > French literature > Literature	1	Amazon.fr	[2006-12-09]		18252
9144839	Paludes	1	Gide, André				Gallimard (1973), Poche	1973		4			Paludes par André Gide (1973)	160 p.; 6.85 inches	0.22 livres (poids)	6.85 pouces	0.39 pouces	4.09 pouces	6.85 x 4.09 x 0.39 inches	160							Your library	French	French	PQ2613.I2	[2070364364]	2070364364, 9782070364367		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		405247
9144842	4 rue Choron	1	Cavanna				Gallimard (1978), Poche	1978		4			4 rue Choron par Cavanna (1978)	7.09 inches	0.28 livres (poids)	7.09 pouces	0.39 pouces	4.33 pouces	7.09 x 4.33 x 0.39 inches								Your library	French	French		[2070370038]	2070370038, 9782070370030				1	Amazon.fr	[2006-12-09]		2031349
9144843	Septentrion	1	Calaferte, Louis				Gallimard (1990), Poche	1990		4			Septentrion par Louis Calaferte (1990)	435 p.; 6.69 inches	0.49 livres (poids)	6.69 pouces	0.87 pouces	4.25 pouces	6.69 x 4.25 x 0.87 inches	435							Your library	French	French		[2070382273]	2070382273, 9782070382279		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		1703428
9144845	Le Roi se meurt	1	Ionesco, Eugène				Gallimard (1973), Poche	1973		2.5			Le Roi se meurt par Eugène Ionesco (1973)	137 p.; 7.4 inches	0.35 livres (poids)	7.4 pouces	0.47 pouces	4.09 pouces	7.4 x 4.09 x 0.47 inches	137							Your library	French	French	PQ2617.O6R63	[2070363619]	2070363619, 9782070363612		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		85946
9144860	"53 jours"	2	Perec, Georges				Gallimard (1994), Poche	1994		2.5			"53 jours" par Georges Perec (1994)	299 p.; 6.69 inches	0.35 livres (poids)	6.69 pouces	0.55 pouces	4.25 pouces	6.69 x 4.25 x 0.55 inches	299							Your library	French	French	PQ2676.E67A1613	[2070387836]	2070387836, 9782070387830		843.914	Early 20th Century 1901- > French fiction > French literature > Literature	1	Amazon.fr	[2006-12-09]		151083
9144861	Dieu, sa vie, son oeuvre	1	Ormesson, Jean d'				Gallimard (1986), Poche	1986		3.5			Dieu, sa vie, son oeuvre par Jean d' Ormesson (1986)	526 p.; 4.57 inches	0.57 livres (poids)	4.57 pouces	0.39 pouces	0.87 pouces	4.57 x 0.87 x 0.39 inches	526							Your library	French	French		[2070377350]	2070377350, 9782070377350		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-12-09]		2031356
9144862	Voir - Les Enseignements d'un sorcier yaqui	1	Castaneda, Carlos				Gallimard (1985), Poche	1985		3.5			Voir - Les Enseignements d'un sorcier yaqui par Carlos Castaneda (1985)	349 p.; 7.01 inches	0.53 livres (poids)	7.01 pouces	0.71 pouces	4.25 pouces	7.01 x 4.25 x 0.71 inches	349							Your library	French	German	E99.Y3C3	[2070323102]	2070323102, 9782070323104	Hallucinogenic drugs and religious experience|Juan, Don, 1891-|Yaqui Indians > Religion|Yaqui mythology	299.7	First Americans > Other religions > Religion  > Religions not provided for elsewhere	1	Amazon.fr	[2006-12-09]		60926
9144864	Maîtres anciens	1	Bernhard, Thomas				Gallimard (1991), Poche	1991		3			Maîtres anciens par Thomas Bernhard (1991)	253 p.; 6.69 inches	0.18 livres (poids)	6.69 pouces	0.71 pouces	4.25 pouces	6.69 x 4.25 x 0.71 inches	253							Your library	French	German	PT2662.E7A7513	[2070383903]	2070383903, 9782070383900	Musicologists > Fiction|Satire|Vienna (Austria) > Fiction|satire	833.914	20th century, 1901- > Early 20th Century 1901- > German fiction > German fiction--1945-1990 > German literature > Literature	1	Amazon.fr	[2006-12-09]		192520
